,model,lookback,n1,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
12,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",4,32,0.2,0.0,0.001,0.95,0.27065,0.72935,0.3933372425682451,1.39965,55986,64014,24,718.6516129032258,21.168011,"TitForTat,OmegaTFT"
13,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",4,64,0.2,0.0,0.001,0.95,0.5827,0.4173,1.5499168519051385,2.003925,80157,39843,25,617.841935483871,18.990149,"TitForTat,OmegaTFT"
14,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.2,0.0,0.001,0.95,0.457525,0.542475,0.6682512066447925,1.502475,60099,59901,25,688.2032258064517,21.275528999999995,"TitForTat,OmegaTFT"
15,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.2,0.0,0.001,0.95,0.381775,0.618225,0.5678351779614884,1.282475,51299,68701,25,592.3951612903226,27.606237000000004,"TitForTat,OmegaTFT"
16,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=2, bias=True)
)",8,12,0.2,0.0,0.001,0.95,0.387575,0.612425,0.35250441519043124,1.608025,64321,55679,25,689.6693548387096,16.957279999999997,"TitForTat,OmegaTFT"
17,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.001,0.95,0.32825,0.67175,0.5050763358293865,1.4129,56516,63484,20,738.075806451613,21.381956000000002,"TitForTat,OmegaTFT"
18,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=2, bias=True)
)",8,24,0.2,0.0,0.001,0.95,0.322,0.678,0.42955051002702566,1.438325,57533,62467,25,545.8758064516129,35.937050000000006,"TitForTat,OmegaTFT"
19,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",8,32,0.2,0.0,0.001,0.95,0.505425,0.494575,0.4005201670269819,1.79055,71622,48378,20,724.3806451612903,16.695880999999993,"TitForTat,OmegaTFT"
20,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",8,64,0.2,0.0,0.001,0.95,0.47135,0.52865,0.4558723101383668,1.7332,69328,50672,20,741.3741935483871,18.659540999999994,"TitForTat,OmegaTFT"
21,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",10,4,0.2,0.0,0.001,0.95,0.378525,0.621475,0.47214258338491616,1.473025,58921,61079,31,420.4516129032258,29.778541999999995,"TitForTat,OmegaTFT"
22,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",10,8,0.2,0.0,0.001,0.95,0.901025,0.098975,2.3696653830821965,2.856875,114275,5725,25,733.9016129032258,29.234569000000004,"TitForTat,OmegaTFT"
23,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=2, bias=True)
)",10,12,0.2,0.0,0.001,0.95,0.2623,0.7377,0.467517466730048,1.341075,53643,66357,25,719.8854838709677,16.122015999999995,"TitForTat,OmegaTFT"
24,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",10,16,0.2,0.0,0.001,0.95,0.288625,0.711375,0.6056033547389832,1.46145,58458,61542,26,509.11129032258066,17.381061000000006,"TitForTat,OmegaTFT"
25,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=24, bias=True)
  (layer2): Linear(in_features=24, out_features=24, bias=True)
  (layer3): Linear(in_features=24, out_features=2, bias=True)
)",10,24,0.2,0.0,0.001,0.95,0.208025,0.791975,0.3087241485923743,1.35375,54150,65850,29,456.1258064516129,20.087006000000002,"TitForTat,OmegaTFT"
26,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",10,32,0.2,0.0,0.001,0.95,0.432175,0.567825,0.4513145070935552,1.537325,61493,58507,17,760.8774193548387,19.593081999999992,"TitForTat,OmegaTFT"
27,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",10,64,0.2,0.0,0.001,0.95,0.5711,0.4289,0.4853456572029545,1.81195,72478,47522,24,719.0338709677419,16.615050999999998,"TitForTat,OmegaTFT"
