,model,lookback,n1,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
10,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",1,8,0.2,0.0,0.001,0.95,0.71515,0.28485,0.28690111893366094,2.6221,104884,15116,22,752.9225806451612,18.968875999999995,TitForTat
11,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",1,8,0.2,0.0,0.01,0.95,0.89865,0.10135,2.43465,2.8893,115572,4428,14,764.3064516129032,18.790479999999995,TitForTat
12,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",1,16,0.05,0.0,0.001,0.95,0.69195,0.30805,0.14383561356325164,2.527175,101087,18913,25,670.941935483871,17.101747000000003,TitForTat
13,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",1,16,0.05,0.0,0.01,0.95,0.845225,0.154775,0.13908365723538005,2.7547,110188,9812,24,691.1596774193548,17.59279600000001,TitForTat
14,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",1,16,0.1,0.0,0.001,0.95,0.74115,0.25885,0.1850209001279942,2.5919,103676,16324,20,742.9951612903226,19.723011,TitForTat
15,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",1,16,0.1,0.0,0.01,0.95,0.8021,0.1979,0.2379561211954603,2.6768,107072,12928,24,693.2112903225807,17.690153999999996,TitForTat
16,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",1,16,0.2,0.0,0.001,0.95,0.6269,0.3731,2.11472601684994,2.593925,103757,16243,25,639.1274193548387,17.910416,TitForTat
17,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",1,16,0.2,0.0,0.01,0.95,0.900475,0.099525,2.436564567029476,2.892025,115681,4319,25,668.3387096774194,17.253685999999995,TitForTat
18,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",1,32,0.05,0.0,0.001,0.95,0.771125,0.228875,0.06381441556011759,2.6758,107032,12968,23,728.9145161290322,18.485319000000004,TitForTat
19,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",1,32,0.05,0.0,0.01,0.95,0.88165,0.11835,0.15746482287321018,2.80485,112194,7806,23,718.6564516129032,18.409170000000003,TitForTat
20,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",1,32,0.1,0.0,0.001,0.95,0.624725,0.375275,2.0559518576172295,2.553275,102131,17869,25,575.8064516129032,18.686248,TitForTat
21,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",1,32,0.1,0.0,0.01,0.95,0.949525,0.050475,2.4719969998679763,2.94805,117922,2078,23,727.2435483870968,18.991982999999998,TitForTat
22,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",1,32,0.2,0.0,0.001,0.95,0.8196,0.1804,0.16489045965637125,2.762775,110511,9489,4,800.3516129032258,20.121457000000003,TitForTat
23,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",1,32,0.2,0.0,0.01,0.95,0.79835,0.20165,1.295514458982068,2.741725,109669,10331,22,716.6629032258064,17.72488,TitForTat
24,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",1,64,0.05,0.0,0.001,0.95,0.847275,0.152725,0.12142819661759222,2.798375,111935,8065,24,707.2354838709678,18.175925,TitForTat
25,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",1,64,0.05,0.0,0.01,0.95,0.975775,0.024225,2.4872690020732873,2.97545,119018,982,25,693.9032258064516,17.90963399999999,TitForTat
26,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",1,64,0.1,0.0,0.001,0.95,0.948575,0.051425,2.447867799189058,2.9467,117868,2132,25,612.4,16.403992,TitForTat
27,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",1,64,0.1,0.0,0.01,0.95,0.862525,0.137475,1.0819656877935437,2.832525,113301,6699,24,716.3774193548387,18.109299999999998,TitForTat
28,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",1,64,0.2,0.0,0.001,0.95,0.82355,0.17645,2.2965872418589135,2.807225,112289,7711,24,714.1370967741935,20.01568300000001,TitForTat
29,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",1,64,0.2,0.0,0.01,0.95,0.901475,0.098525,2.43733331657052,2.8933,115732,4268,25,708.0403225806451,18.900489000000004,TitForTat
30,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",1,128,0.05,0.0,0.001,0.95,0.921325,0.078675,0.14048911560866692,2.8835,115340,4660,25,683.8790322580645,18.770503000000005,TitForTat
31,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",1,128,0.05,0.0,0.01,0.95,0.910025,0.089975,0.404363480325169,2.859525,114381,5619,23,723.2919354838709,19.667019999999994,TitForTat
32,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",1,128,0.1,0.0,0.001,0.95,0.542575,0.457425,2.02830622974555,2.526575,101063,18937,25,568.7306451612903,19.834106999999996,TitForTat
33,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",1,128,0.1,0.0,0.01,0.95,0.950375,0.049625,2.47491365942806,2.948975,117959,2041,25,683.4725806451613,18.402776000000003,TitForTat
34,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",1,128,0.2,0.0,0.001,0.95,0.897725,0.102275,2.3938931723370502,2.88675,115470,4530,23,739.8854838709677,19.665389,TitForTat
35,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=2, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",1,128,0.2,0.0,0.01,0.95,0.898075,0.101925,2.4345936344371175,2.888975,115559,4441,21,733.9612903225807,20.202009,TitForTat
36,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.05,0.0,0.001,0.95,0.3095,0.6905,0.6737310475585069,1.729825,69193,50807,23,713.6548387096774,18.145948999999998,TitForTat
37,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.05,0.0,0.01,0.95,0.714275,0.285725,0.15784740899581565,2.4786,99144,20856,10,774.8483870967742,19.257522,TitForTat
38,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.1,0.0,0.001,0.95,0.9471,0.0529,2.4691324212739225,2.94455,117782,2218,23,692.333870967742,17.430915000000002,TitForTat
39,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.1,0.0,0.01,0.95,0.774225,0.225775,0.2526834218959657,2.613925,104557,15443,24,698.9822580645161,17.846207000000003,TitForTat
40,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.0,0.001,0.95,0.644225,0.355775,0.607267266704826,2.49635,99854,20146,22,717.3274193548388,17.659485,TitForTat
41,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.0,0.01,0.95,0.68245,0.31755,0.2621366409092891,2.486275,99451,20549,24,709.8048387096774,18.637036,TitForTat
42,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.0,0.001,0.95,0.40715,0.59285,0.09535033981291516,2.0246,80984,39016,25,682.5209677419355,17.430427,TitForTat
43,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.0,0.01,0.95,0.786975,0.213025,0.16469720022486978,2.61655,104662,15338,25,731.6306451612903,19.012151999999997,TitForTat
44,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.0,0.001,0.95,0.5646,0.4354,0.26375804279233817,2.3145,92580,27420,24,679.3370967741936,17.930865999999995,TitForTat
45,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.0,0.01,0.95,0.791825,0.208175,0.32721085626664637,2.645675,105827,14173,30,445.68064516129033,21.220654000000003,TitForTat
46,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.0,0.001,0.95,0.474825,0.525175,1.9030831816136837,2.377975,95119,24881,25,591.8451612903226,18.637858999999995,TitForTat
47,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.0,0.01,0.95,0.6373,0.3627,2.1135553372646814,2.5967,103868,16132,25,542.1870967741935,18.537982,TitForTat
48,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.0,0.001,0.95,0.02515,0.97485,0.4646230679319331,1.093675,43747,76253,31,399.73548387096776,18.621544,TitForTat
49,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.0,0.01,0.95,0.8665,0.1335,0.1588408504772936,2.779125,111165,8835,24,701.8887096774193,18.077398999999996,TitForTat
50,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.1,0.0,0.001,0.95,0.95105,0.04895,2.47349819984315,2.950225,118009,1991,24,706.8112903225806,18.104582999999998,TitForTat
51,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.1,0.0,0.01,0.95,0.55,0.45,0.447746272638129,2.16695,86678,33322,25,686.7516129032258,18.713954999999995,TitForTat
52,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.2,0.0,0.001,0.95,0.59315,0.40685,2.0705478165763083,2.54985,101994,18006,25,568.4951612903226,19.482449000000006,TitForTat
53,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.2,0.0,0.01,0.95,0.71455,0.28545,0.2544000817418577,2.546325,101853,18147,11,768.1516129032258,20.281764,TitForTat
54,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",2,32,0.05,0.0,0.001,0.95,0.943625,0.056375,0.1638313714046466,2.920775,116831,3169,12,754.4370967741935,19.742205000000002,TitForTat
55,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",2,32,0.05,0.0,0.01,0.95,0.647375,0.352625,1.3499225667724049,2.62935,105174,14826,16,745.9306451612903,21.760233000000007,TitForTat
56,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",2,32,0.1,0.0,0.001,0.95,0.690025,0.309975,0.14465213425791507,2.567625,102705,17295,18,737.5258064516129,21.560888999999992,TitForTat
57,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",2,32,0.1,0.0,0.01,0.95,0.78005,0.21995,0.2316680212971029,2.632,105280,14720,28,454.69032258064516,22.495815,TitForTat
58,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",2,32,0.2,0.0,0.001,0.95,0.723525,0.276475,0.19260315847985876,2.6253,105012,14988,12,760.5935483870968,20.370527999999997,TitForTat
59,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",2,32,0.2,0.0,0.01,0.95,0.901525,0.098475,2.435416333518032,2.8918,115672,4328,6,801.3177419354839,20.780431,TitForTat
60,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",2,64,0.05,0.0,0.001,0.95,0.125475,0.874525,0.47894480746954704,1.37875,55150,64850,25,535.2145161290323,21.428697,TitForTat
61,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",2,64,0.05,0.0,0.01,0.95,0.8923,0.1077,0.2219275063091438,2.826025,113041,6959,25,671.1790322580645,17.820575,TitForTat
62,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",2,64,0.1,0.0,0.001,0.95,0.949975,0.050025,2.4718548105596563,2.948175,117927,2073,25,697.4177419354838,17.966845000000006,TitForTat
63,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",2,64,0.1,0.0,0.01,0.95,0.8066,0.1934,0.3006770474211784,2.697525,107901,12099,21,719.2370967741936,18.865602000000006,TitForTat
64,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",2,64,0.2,0.0,0.001,0.95,0.86265,0.13735,2.3223238856203623,2.829025,113161,6839,25,534.4806451612903,24.749815,TitForTat
65,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",2,64,0.2,0.0,0.01,0.95,0.855925,0.144075,2.3851751849099063,2.843225,113729,6271,6,786.5790322580646,19.962641999999995,TitForTat
66,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",2,128,0.05,0.0,0.001,0.95,0.91235,0.08765,0.2153071071040029,2.853025,114121,5879,23,721.3483870967742,19.610544999999995,TitForTat
67,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",2,128,0.05,0.0,0.01,0.95,0.970325,0.029675,2.4799534576764275,2.9658,118632,1368,23,710.424193548387,19.861168,TitForTat
68,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",2,128,0.1,0.0,0.001,0.95,0.66425,0.33575,0.9118546745686779,2.56955,102782,17218,18,746.4112903225806,20.626759,TitForTat
69,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",2,128,0.1,0.0,0.01,0.95,0.949525,0.050475,2.471628227028251,2.94775,117910,2090,11,755.1758064516129,20.837184999999995,TitForTat
